Gene name	Gene stable ID
SSBL6P	ENSG00000244429
FAM184B	ENSG00000047662
ZNF843	ENSG00000176723
NF1P5	ENSG00000175319
NCK1	ENSG00000158092
EIF3E	ENSG00000104408
ARMC5	ENSG00000140691
SAT2	ENSG00000141504
ARPIN-AP3S2	ENSG00000250021
ANKRD20A5P	ENSG00000186481
DYNLRB1	ENSG00000125971
RNU6-316P	ENSG00000212329
RHOT1P1	ENSG00000266145
DCAF16	ENSG00000163257
MIR5094	ENSG00000264966
RPL7AP2	ENSG00000241984
ITCH	ENSG00000078747
MIR5009	ENSG00000264796
PNN-AS1	ENSG00000259083
RNU6-1111P	ENSG00000212420
CYP4F35P	ENSG00000290462
ARPIN	ENSG00000242498
PNN	ENSG00000100941
CYP4F35P	ENSG00000265787
NCAPG	ENSG00000109805
OR2Q1P	ENSG00000273377
TERF1P2	ENSG00000187589
FEM1AP2	ENSG00000265296
HIPK2	ENSG00000064393
TUBB8B	ENSG00000173213
TGFB1I1	ENSG00000140682
ATP1B2	ENSG00000129244
BCHE	ENSG00000114200
ROCK1P1	ENSG00000290877
RNU7-111P	ENSG00000252645
MXI1	ENSG00000119950
THOC1-DT	ENSG00000263884
SYT4	ENSG00000132872
EFNB3	ENSG00000108947
Y_RNA	ENSG00000201843
LCN1P2	ENSG00000204031
YTHDF2P1	ENSG00000270503
SURF6	ENSG00000148296
MIA2-AS1	ENSG00000258940
RPL29P2	ENSG00000240480
ANXA2	ENSG00000182718
AADACL2	ENSG00000197953
AREL1	ENSG00000119682
OR1D5	ENSG00000262628
TIGD6	ENSG00000164296
OR1P1	ENSG00000262085
PTGR3	ENSG00000180011
OR1E3	ENSG00000142163
Vault	ENSG00000252283
RPS29P22	ENSG00000240873
GAPLINC	ENSG00000266835
ERVE-1	ENSG00000267259
IL12A-AS1	ENSG00000244040
HMGXB3	ENSG00000113716
Y_RNA	ENSG00000201451
TMEM97	ENSG00000109084
RN7SL39P	ENSG00000241223
MED22	ENSG00000148297
DLGAP1-AS1	ENSG00000177337
UQCRFS1P2	ENSG00000223721
TAS2R16	ENSG00000128519
KRT18P63	ENSG00000235413
FIS1	ENSG00000214253
DLGAP1-AS2	ENSG00000262001
MTCO3P38	ENSG00000242456
NOCT	ENSG00000151014
RPS20P4	ENSG00000241907
ARHGEF26	ENSG00000114790
TNFAIP1	ENSG00000109079
CSF1R	ENSG00000182578
SH2D3A	ENSG00000125731
DLGAP1-AS3	ENSG00000263724
RNU6-531P	ENSG00000252503
RN7SL382P	ENSG00000240723
PPP1R14BP3	ENSG00000179967
Metazoa_SRP	ENSG00000276396
RN7SL311P	ENSG00000265892
Y_RNA	ENSG00000207384
RNU6-506P	ENSG00000252362
RNU6-1074P	ENSG00000206722
ILRUNP1	ENSG00000227513
MIR6718	ENSG00000275518
RNU6-831P	ENSG00000207278
MGARP	ENSG00000137463
DUXAP1	ENSG00000259056
DLGAP1-AS4	ENSG00000263878
SLC16A1P1	ENSG00000242280
SRSF8CP	ENSG00000214754
TGFA	ENSG00000163235
DENND11	ENSG00000257093
FAM120B	ENSG00000112584
NDUFC1	ENSG00000109390
GAPDHP66	ENSG00000250933
DLGAP1-AS5	ENSG00000261520
ELOCP27	ENSG00000265545
TAS2R3	ENSG00000127362
TNFSF14	ENSG00000125735
DLGAP1	ENSG00000170579
RPL21P81	ENSG00000230064
RPL7A	ENSG00000148303
EFCAB10-AS1	ENSG00000272604
EEF1A1P10	ENSG00000243746
SSPOP	ENSG00000197558
POLDIP2	ENSG00000004142
OR7E12P	ENSG00000189398
FAM86GP	ENSG00000166492
CYCSP56	ENSG00000242036
ENPP7P15	ENSG00000284605
MIR4745	ENSG00000284361
MIR3187	ENSG00000263414
SLC9A9-AS2	ENSG00000244493
SNRPCP5	ENSG00000255522
NPM1P28	ENSG00000240804
RPS3AP39	ENSG00000237226
DNAJC8P2	ENSG00000240695
TM4SF18-AS1	ENSG00000244468
RPS24P14	ENSG00000223688
RPS6P4	ENSG00000244571
GPR119	ENSG00000147262
CYTH1P1	ENSG00000271286
PHEX-AS1	ENSG00000224204
PTCHD1-AS	ENSG00000233067
TM4SF1	ENSG00000169908
CBLL2	ENSG00000175809
METTL15P3	ENSG00000224396
RNU6-266P	ENSG00000201095
SYMPK	ENSG00000125755
PHEX	ENSG00000102174
GLYATL1P1	ENSG00000255189
GLYATL1P4	ENSG00000254399
GLYATL1B	ENSG00000255151
SRSF7	ENSG00000115875
TMEM199	ENSG00000244045
RNU6-1214P	ENSG00000200520
FAM111B	ENSG00000189057
Y_RNA	ENSG00000207009
TMEM183BP	ENSG00000224831
GINS1	ENSG00000101003
FKBP5	ENSG00000096060
SLBP	ENSG00000163950
UBTD2P1	ENSG00000248374
PSMC1P3	ENSG00000231244
SH3BP1	ENSG00000100092
RPL7P1	ENSG00000214485
LINC02046	ENSG00000242440
Y_RNA	ENSG00000199409
TSPAN12	ENSG00000106025
FAM111A-DT	ENSG00000245571
PDGFRB	ENSG00000113721
SNORD24	ENSG00000206611
SNORD36B	ENSG00000200831
SNORD36A	ENSG00000199744
SNORD36C	ENSG00000252542
SURF1	ENSG00000148290
FCF1	ENSG00000119616
DTX4	ENSG00000110042
EGFEM1P	ENSG00000206120
MIR4723	ENSG00000284532
HMGCLL1	ENSG00000146151
VTN	ENSG00000109072
FOXA2	ENSG00000125798
SURF2	ENSG00000148291
MPEG1	ENSG00000197629
LNCNEF	ENSG00000237396
SLC5A2	ENSG00000140675
RN7SL42P	ENSG00000263999
LINC01747	ENSG00000230400
WARS1P1	ENSG00000225802
SLC25A47P1	ENSG00000254799
KLF7P1	ENSG00000240704
RN7SL435P	ENSG00000263944
TMEM14EP	ENSG00000221962
OR5AN2P	ENSG00000235678
TRBV3-1	ENSG00000237702
OR5BR1P	ENSG00000255386
WDR70P1	ENSG00000241929
TRBV7-3	ENSG00000211714
KRT18P3	ENSG00000215553
GCNT1P1	ENSG00000236474
RNA5SP476	ENSG00000252422
ZNF467	ENSG00000181444
POLR3F	ENSG00000132664
TMEM212-AS1	ENSG00000234717
YLPM1	ENSG00000119596
VWA5A	ENSG00000110002
SLC9A9	ENSG00000181804
SURF4	ENSG00000148248
LETM1	ENSG00000168924
MYO1C	ENSG00000197879
LINC01812	ENSG00000237013
HMGB3P11	ENSG00000213301
ERAP1	ENSG00000164307
LDHAP7	ENSG00000235847
PFDN1P2	ENSG00000248188
MAGEB2	ENSG00000099399
CD38	ENSG00000004468
MAGEB4	ENSG00000120289
PLCE1P1	ENSG00000276940
MAGEA4-AS1	ENSG00000229967
NEURL3	ENSG00000163121
PTPRZ1	ENSG00000106278
MIR3192	ENSG00000265137
RPL21P3	ENSG00000225419
RBBP9	ENSG00000089050
GABRE	ENSG00000102287
AHSP	ENSG00000169877
PDXP-DT	ENSG00000233360
PSAT1P4	ENSG00000224962
SIAH2	ENSG00000181788
RN7SL385P	ENSG00000241333
LGALS1	ENSG00000100097
FAM166C	ENSG00000173557
TOMM22P6	ENSG00000241874
RPS19P1	ENSG00000214612
LINC02190	ENSG00000261475
SEC23B	ENSG00000101310
HECTD2	ENSG00000165338
LINC02934	ENSG00000204929
VN1R64P	ENSG00000213547
VN1R65P	ENSG00000260883
YBX3P1	ENSG00000261614
KRBOX5P1	ENSG00000260010
VN1R66P	ENSG00000237185
CDIPT	ENSG00000103502
IGKV1OR2-3	ENSG00000204670
MTCYBP39	ENSG00000226341
NOL12	ENSG00000273899
EMX1	ENSG00000135638
NEK11	ENSG00000114670
ADTRP	ENSG00000111863
LGALS3	ENSG00000131981
USP44	ENSG00000136014
MIR224	ENSG00000284363
MIR452	ENSG00000283751
HPRT1P1	ENSG00000251644
EMD	ENSG00000102119
LINC02831	ENSG00000224173
FGFBP1	ENSG00000137440
FGFBP2	ENSG00000137441
STKLD1	ENSG00000198870
SMIM28	ENSG00000262543
TESC	ENSG00000088992
LYRM4	ENSG00000214113
PLA2G6	ENSG00000184381
REXO4	ENSG00000148300
PPP1R21	ENSG00000162869
ADK	ENSG00000156110
LNCDAT	ENSG00000288638
DLGAP5	ENSG00000126787
RN7SL221P	ENSG00000239472
LINC02409	ENSG00000257920
PKMP5	ENSG00000215057
PROM1	ENSG00000007062
NRN1	ENSG00000124785
RBM19	ENSG00000122965
Y_RNA	ENSG00000199540
FOXA3	ENSG00000170608
FRMPD3	ENSG00000147234
LRRC14B	ENSG00000185028
CCDC127	ENSG00000164366
MIR7853	ENSG00000263572
MIR5683	ENSG00000283616
SNAPC5P1	ENSG00000241216
IRF2BP1	ENSG00000170604
F13A1	ENSG00000124491
MYPOP	ENSG00000176182
SEPHS1P4	ENSG00000230146
NANOS2	ENSG00000188425
FXYD6P3	ENSG00000182707
PPP4R2P1	ENSG00000250848
RPSAP14	ENSG00000233984
SHISA5P2	ENSG00000203397
OR10D1P	ENSG00000196403
AARSD1P1	ENSG00000234969
OR8F1P	ENSG00000239426
UHRF2P1	ENSG00000223650
CCDC61	ENSG00000104983
DDX3P1	ENSG00000232928
OR8G7P	ENSG00000276316
SLC5A4P1	ENSG00000255116
EXOC3	ENSG00000180104
DDX3P2	ENSG00000230986
TALDO1	ENSG00000177156
MKRN5P	ENSG00000224430
TRAPPC2	ENSG00000196459
DCC	ENSG00000187323
LINC02544	ENSG00000261039
CACFD1	ENSG00000160325
THBS2-AS1	ENSG00000226445
VTA1P1	ENSG00000224999
SMIM15P2	ENSG00000270326
MTCH1P1	ENSG00000216802
NHSL1-AS1	ENSG00000225177
ASPHD1	ENSG00000174939
CCDC28A-AS1	ENSG00000279968
ACKR4P1	ENSG00000225415
MIR769	ENSG00000211580
PGLYRP1	ENSG00000008438
CCDC28A	ENSG00000024862
PP7080	ENSG00000188242
IFIT6P	ENSG00000224289
IFIT1B	ENSG00000204010
IFIT1	ENSG00000185745
IGFL3	ENSG00000188624
SLC9A3	ENSG00000066230
AMZ2P2	ENSG00000219249
SLC2A6	ENSG00000160326
MIR3918	ENSG00000265558
EZR-AS1	ENSG00000233893
SLC16A12	ENSG00000152779
RPSAP43	ENSG00000216471
RNA5SP213	ENSG00000212333
TGIF1P1	ENSG00000259339
GATD1	ENSG00000177225
DM1-AS	ENSG00000267395
SLC16A12-AS1	ENSG00000234452
COX5AP1	ENSG00000271180
FBXO34-AS1	ENSG00000258413
RPL15P14	ENSG00000226701
LINC02536	ENSG00000281248
ANAPC16	ENSG00000166295
MRPS17P5	ENSG00000274493
GSTA1	ENSG00000243955
FBXO34	ENSG00000178974
VN1R76P	ENSG00000273762
MIR4528	ENSG00000263872
LINC01917	ENSG00000260433
SDCBPP3	ENSG00000232801
RPL32P36	ENSG00000189145
RPS2P55	ENSG00000216866
CLIC4P3	ENSG00000237931
TRMT2B-AS1	ENSG00000225839
TMEM35A	ENSG00000126950
KCTD13-DT	ENSG00000247735
DMWD	ENSG00000185800
LINC01919	ENSG00000263438
Metazoa_SRP	ENSG00000278818
CHMP4BP1	ENSG00000258469
ATG14	ENSG00000126775
CENPI	ENSG00000102384
ALDOA	ENSG00000149925
Y_RNA	ENSG00000200170
DDIT4	ENSG00000168209
HMGN1P1	ENSG00000259318
RNU6-805P	ENSG00000202513
RPL7AP4	ENSG00000213641
ABI1P1	ENSG00000271484
SNX19P4	ENSG00000276531
RSPH6A	ENSG00000104941
RNA5SP305	ENSG00000199535
Y_RNA	ENSG00000200742
RPL29P32	ENSG00000242945
RN7SKP241	ENSG00000240294
PRPF38AP2	ENSG00000236582
SNRPGP2	ENSG00000264350
HACD1	ENSG00000165996
ZFYVE26	ENSG00000072121
CUPIN1P	ENSG00000283613
DYNAPP1	ENSG00000264564
GSTA6P	ENSG00000223622
MAPRE2	ENSG00000166974
GSTA5	ENSG00000182793
YWHAQP8	ENSG00000231643
TCEA1P1	ENSG00000197214
GAS2L1P2	ENSG00000228376
GSTA11P	ENSG00000230375
VN1R51P	ENSG00000228038
HAUS7	ENSG00000213397
FAM220CP	ENSG00000213612
NCR2	ENSG00000096264
RNU6-798P	ENSG00000252721
ZNF322P1	ENSG00000188801
RPS20	ENSG00000008988
ANAPC1P5	ENSG00000275597
SUGT1P4	ENSG00000254483
RSL24D1P2	ENSG00000230595
CTSV	ENSG00000136943
STAM-DT	ENSG00000260589
STAM	ENSG00000136738
LINC01276	ENSG00000226917
CMAS	ENSG00000111726
MIR4641	ENSG00000266494
SLC17A4	ENSG00000146039
ZNF426	ENSG00000130818
SLC9A3-AS1	ENSG00000225138
TSGA10	ENSG00000135951
TCEANC2	ENSG00000116205
LRRC10	ENSG00000198812
PLEKHA2	ENSG00000169499
MIR4456	ENSG00000264233
CEP72-DT	ENSG00000249650
SLC17A1	ENSG00000124568
CEP72	ENSG00000112877
DYNLL1P5	ENSG00000242151
CEND1	ENSG00000184524
ZNF561	ENSG00000171469
KTI12	ENSG00000198841
TPTEP2-CSNK1E	ENSG00000283900
RPL21P43	ENSG00000231688
LINC01210	ENSG00000239513
SAT1	ENSG00000130066
LRRC42	ENSG00000116212
SMIM26	ENSG00000232388
KCNJ4	ENSG00000168135
TPPP	ENSG00000171368
TMEM236	ENSG00000148483
RN7SL638P	ENSG00000243702
KDELR3	ENSG00000100196
RNU6ATAC34P	ENSG00000221806
DUXAP7	ENSG00000232136
CAMKK2	ENSG00000110931
DTD1-AS1	ENSG00000233993
LARP4B-DT	ENSG00000229869
RBCK1	ENSG00000125826
GTPBP4	ENSG00000107937
BRD9P2	ENSG00000249908
SPCS2P3	ENSG00000247872
RNU6-572P	ENSG00000252533
DDX17	ENSG00000100201
SNHG4	ENSG00000281398
MAGEB1	ENSG00000214107
HTRA4	ENSG00000169495
INPP5K	ENSG00000132376
TNFSF10	ENSG00000121858
OR13H1	ENSG00000171054
ZNF397	ENSG00000186812
SPACA5B	ENSG00000171478
SLC17A3	ENSG00000124564
STARD8	ENSG00000130052
RABGEF1P2	ENSG00000230189
PIGPP2	ENSG00000234204
TM2D2	ENSG00000169490
GDI2P2	ENSG00000233994
OR13C6P	ENSG00000179443
OR2AM1P	ENSG00000236110
LINC01360	ENSG00000233973
RECK	ENSG00000122707
SNORA74D	ENSG00000252213
TRBV5-1	ENSG00000211734
SNORA74A	ENSG00000200959
BRI3	ENSG00000164713
SLC25A22	ENSG00000177542
MATR3	ENSG00000015479
KANK4	ENSG00000132854
SNORD38D	ENSG00000207199
YBX1P2	ENSG00000231167
ADAM32	ENSG00000197140
AKR1B15	ENSG00000227471
ZSCAN30	ENSG00000186814
ZNF562	ENSG00000171466
LINC01192	ENSG00000241369
MAGEB3	ENSG00000198798
IDI2	ENSG00000148377
CXorf49B	ENSG00000215113
RNA5SP310	ENSG00000239152
GCNA	ENSG00000147174
ANTXRLP1	ENSG00000263482
TRBV8-2	ENSG00000239944
AGAP14P	ENSG00000279058
CSF2RBP1	ENSG00000232254
H2AC3P	ENSG00000242387
H2BP5	ENSG00000277410
TST	ENSG00000128311
TRIM38	ENSG00000112343
ZNF271P	ENSG00000257267
ANXA8L1	ENSG00000264230
SLC37A3	ENSG00000157800
ZNF24	ENSG00000172466
GNE	ENSG00000159921
OPN1MW2	ENSG00000166160
CYTH4	ENSG00000100055
H3P26	ENSG00000224447
H1-1	ENSG00000124610
H3C1	ENSG00000275714
RPS4XP22	ENSG00000239830
H4C1	ENSG00000278637
H3C2	ENSG00000286522
H2AC4	ENSG00000278463
H2BC3	ENSG00000276410
H2AC5P	ENSG00000234816
H3C3	ENSG00000287080
H1-2	ENSG00000187837
H1-6	ENSG00000187475
USP1	ENSG00000162607
H1-4	ENSG00000168298
UBE2L4	ENSG00000267741
RN7SL706P	ENSG00000244677
RTEL1-TNFRSF6B	ENSG00000026036
LARP1P1	ENSG00000217159
RN7SL108P	ENSG00000243546
RPL7AP5	ENSG00000240210
H2BC6	ENSG00000274290
PPIAP6	ENSG00000258477
H4C4	ENSG00000277157
FBXL12	ENSG00000127452
RPL12P7	ENSG00000242941
MICB	ENSG00000204516
PAPOLA-DT	ENSG00000260806
LINC02304	ENSG00000259110
MAGEA9B	ENSG00000267978
RPLP0P3	ENSG00000240023
DNAJC8P1	ENSG00000259022
RPS3AP4	ENSG00000259105
KRT18P6	ENSG00000258783
INSM2	ENSG00000168348
ZNF396	ENSG00000186496
QRSL1P3	ENSG00000257957
NUTF2P2	ENSG00000258300
RN7SL105P	ENSG00000243704
FAM236D	ENSG00000225396
RILP	ENSG00000167705
BRMS1L	ENSG00000100916
SH3RF3-AS1	ENSG00000259863
CYCSP6	ENSG00000214429
ACTRT1	ENSG00000123165
CXorf49	ENSG00000215115
CENPNP1	ENSG00000233671
MTND1P29	ENSG00000237722
NPAS2-AS1	ENSG00000230140
RPL7AP67	ENSG00000239683
RPL23AP27	ENSG00000225669
CTAG1B	ENSG00000184033
ZNF24TR	ENSG00000267583
ST6GAL2-IT1	ENSG00000238250
SNORA70	ENSG00000200237
RPL10P15	ENSG00000267119
TLCD2	ENSG00000185561
PIN1-DT	ENSG00000267289
INO80C	ENSG00000153391
MRPS34	ENSG00000074071
TMEM167AP2	ENSG00000256210
CTAG2	ENSG00000126890
OR7A8P	ENSG00000269552
Y_RNA	ENSG00000252064
MED15P4	ENSG00000224679
MIR4325	ENSG00000266666
RPL39P39	ENSG00000231005
BICRA-AS1	ENSG00000269806
SPO11	ENSG00000054796
MIR22	ENSG00000283824
EHD2	ENSG00000024422
Y_RNA	ENSG00000201680
PPIAP9	ENSG00000219797
SERPINF2	ENSG00000167711
RPL15P4	ENSG00000225499
MCCD1	ENSG00000204511
AMOT	ENSG00000126016
MFSD9	ENSG00000135953
NUBP2	ENSG00000095906
DDX39B	ENSG00000198563
LINC00842	ENSG00000285294
ILF2P2	ENSG00000257720
HNRNPA1P33	ENSG00000213412
NPY4R	ENSG00000204174
NOP53	ENSG00000105373
ZNF839	ENSG00000022976
STOX1	ENSG00000165730
DSG2	ENSG00000046604
RNFT1P2	ENSG00000233333
ELFN2	ENSG00000243902
ELFN2	ENSG00000166897
AK5	ENSG00000154027
LINC01326	ENSG00000244321
HMGB3P24	ENSG00000215283
SLC5A7	ENSG00000115665
MTND3P7	ENSG00000240824
PPP6C	ENSG00000119414
RAE1	ENSG00000101146
NPM1P29	ENSG00000239351
MFNG	ENSG00000100060
RPL23AP40	ENSG00000242321
FAM156A	ENSG00000268350
RNU6-697P	ENSG00000200218
RPL3P10	ENSG00000243095
SERPINF1	ENSG00000132386
DDX50	ENSG00000107625
TERF1	ENSG00000147601
PRPS1P2	ENSG00000232630
PHC3	ENSG00000173889
RPSAP76	ENSG00000235332
RABEPK	ENSG00000136933
RNU6-285P	ENSG00000222488
IL1B	ENSG00000125538
GGH	ENSG00000137563
RABGGTA	ENSG00000100949
CARD10	ENSG00000100065
COX6A1P1	ENSG00000234108
ADH5P2	ENSG00000232676
TXNP2	ENSG00000225167
RPL29P5	ENSG00000213579
GIPC2	ENSG00000137960
ROCK1	ENSG00000067900
HSPA5	ENSG00000044574
SNORD23	ENSG00000221803
RPE65	ENSG00000116745
NOP53-AS1	ENSG00000269656
RPL23AP80	ENSG00000213035
ZNF552	ENSG00000178935
CSPP1	ENSG00000104218
ANGPTL3	ENSG00000132855
ZNF587B	ENSG00000269343
PAGE3	ENSG00000204279
SMYD4	ENSG00000186532
FKBP1AP1	ENSG00000269304
IGFALS	ENSG00000099769
SSX4B	ENSG00000269791
ZNF587	ENSG00000198466
BUB3P1	ENSG00000227968
RPL7P32	ENSG00000231006
HSPA5-DT	ENSG00000239705
TRPC6P8	ENSG00000236503
RNU6-1020P	ENSG00000200554
Metazoa_SRP	ENSG00000274510
RNA5SP281	ENSG00000252313
TAS2R6P	ENSG00000270923
SLC25A5P8	ENSG00000225347
ACO1	ENSG00000122729
CRCP	ENSG00000241258
CRIM1	ENSG00000150938
KRT8P21	ENSG00000229636
UBE2CP5	ENSG00000270804
HAGH	ENSG00000063854
ZNF417	ENSG00000173480
DNAJC6	ENSG00000116675
TAPT1	ENSG00000169762
CDH23-AS1	ENSG00000223817
C10orf105	ENSG00000214688
RPA1	ENSG00000132383
CT47A1	ENSG00000236371
VSIR	ENSG00000107738
MPC1L	ENSG00000238205
ZNF256	ENSG00000152454
DMRTC1B	ENSG00000184911
C19orf18	ENSG00000177025
MIR7152	ENSG00000274824
MRO	ENSG00000134042
MIR4750	ENSG00000284394
CDH23	ENSG00000107736
MTND1P9	ENSG00000228995
RBM38-AS1	ENSG00000218018
IL4I1	ENSG00000104951
RBM38	ENSG00000132819
ZBED1	ENSG00000214717
CPED1	ENSG00000106034
ATP6V1G2-DDX39B	ENSG00000254870
ACOT8	ENSG00000101473
SUCLG1	ENSG00000163541
AK4	ENSG00000162433
CDC42EP1	ENSG00000128283
RNFT1P3	ENSG00000187870
RNA5SP195	ENSG00000199545
RN7SKP64	ENSG00000253015
MIR6089	ENSG00000277120
LINC00102	ENSG00000230542
PAIP2	ENSG00000120727
SNORD117	ENSG00000201785
CD99	ENSG00000002586
SNORD84	ENSG00000265236
DDX39B-AS1	ENSG00000234006
HNRNPA1P19	ENSG00000218454
OLA1P2	ENSG00000213671
LTA	ENSG00000226979
SCDP1	ENSG00000226549
LGALS2	ENSG00000100079
ABHD17AP6	ENSG00000226981
Y_RNA	ENSG00000201297
RNU6-1178P	ENSG00000252483
MIR2054	ENSG00000283550
RNASEH1P1	ENSG00000265790
NUP58P1	ENSG00000251436
SPECC1P2	ENSG00000244456
SPATA5	ENSG00000145375
Metazoa_SRP	ENSG00000273866
LINC01152	ENSG00000256124
TTLL8	ENSG00000138892
LEPROT	ENSG00000213625
LINC02097	ENSG00000226101
SOX9	ENSG00000125398
LTB	ENSG00000227507
RAC2	ENSG00000128340
LINC02003	ENSG00000264026
RPL31P12	ENSG00000227207
PPP4R3A	ENSG00000100796
LINC02796	ENSG00000227016
ROCR	ENSG00000228639
PXYLP1	ENSG00000155893
NDUFS5P3	ENSG00000233664
AHCYP3	ENSG00000233955
SLC23A1	ENSG00000170482
RPS12P4	ENSG00000236533
CACHD1	ENSG00000158966
NMS	ENSG00000204640
LST1	ENSG00000204482
DEFB121	ENSG00000204548
SPRY1	ENSG00000164056
LINC01868	ENSG00000234169
SOX9-AS1	ENSG00000234899
DEFB123	ENSG00000180424
IGSF3P2	ENSG00000223703
KAT6A	ENSG00000083168
PPIAP63	ENSG00000231570
IGKV1-5	ENSG00000243466
HNRNPA3P16	ENSG00000267233
LINC00254	ENSG00000281219
DEFB124	ENSG00000180383
MIR4751	ENSG00000283842
RPL17P46	ENSG00000239689
LINC02124	ENSG00000259947
HS3ST6	ENSG00000162040
REM1	ENSG00000088320
SIGLEC11	ENSG00000161640
ME2	ENSG00000082212
VAC14	ENSG00000103043
LINC02435	ENSG00000251526
RPL17P20	ENSG00000241250
RN7SL492P	ENSG00000240545
RN7SL357P	ENSG00000265894
Metazoa_SRP	ENSG00000278226
LINC00028	ENSG00000233354
Y_RNA	ENSG00000251799
NOA1	ENSG00000084092
TM9SF4	ENSG00000101337
EML4	ENSG00000143924
NDUFB6	ENSG00000165264
LUC7L2	ENSG00000146963
APOL1	ENSG00000100342
POLR2B	ENSG00000047315
RPL13AP9	ENSG00000213703
U3	ENSG00000221125
SPPL2C	ENSG00000185294
DFFBP1	ENSG00000232303
EFCAB7	ENSG00000203965
TAF1L	ENSG00000122728
MAPT-IT1	ENSG00000279685
Metazoa_SRP	ENSG00000274883
SNRPCP1	ENSG00000238001
STH	ENSG00000256762
Y_RNA	ENSG00000238723
MIR6165	ENSG00000277478
RIGI	ENSG00000107201
MZB1	ENSG00000170476
LINC02238	ENSG00000223479
VRK3	ENSG00000105053
PROB1	ENSG00000228672
VAC14-AS1	ENSG00000214353
MCOLN2	ENSG00000153898
DNAJC18	ENSG00000170464
AMDHD1	ENSG00000139344
RNU6ATAC25P	ENSG00000221725
ESR2	ENSG00000140009
TEKT5	ENSG00000153060
KIF3B	ENSG00000101350
XG	ENSG00000124343
SLC35G2	ENSG00000168917
SPOP	ENSG00000121067
NCR3	ENSG00000204475
MMACHCP1	ENSG00000237501
LARP7P4	ENSG00000244024
MTCYBP33	ENSG00000263241
MTND6P33	ENSG00000262107
PAH	ENSG00000171759
MTND5P33	ENSG00000261904
NOL4L	ENSG00000197183
MTND4P34	ENSG00000262322
MTND4LP24	ENSG00000262259
MTND3P13	ENSG00000263196
MTCO3P24	ENSG00000262158
MTATP6P24	ENSG00000262381
PRSS58	ENSG00000258223
NUBP1	ENSG00000103274
FNDC3B	ENSG00000075420
NDUFB9P2	ENSG00000236281
PTMAP10	ENSG00000213237
ST6GALNAC5	ENSG00000117069
UQCRHP1	ENSG00000230622
RHEB	ENSG00000106615
AIF1	ENSG00000204472
GAS2L1	ENSG00000185340
RNU7-38P	ENSG00000238446
PPIF	ENSG00000108179
RNU5B-4P	ENSG00000200378
RPLP2	ENSG00000177600
SULF2	ENSG00000196562
RNU6-732P	ENSG00000251842
MIR584	ENSG00000207714
RN7SKP145	ENSG00000200161
HTR1A	ENSG00000178394
ANAPC1P6	ENSG00000235486
LINC01593	ENSG00000231221
MTND4P26	ENSG00000234065
ATG4C	ENSG00000125703
LINC01956	ENSG00000258910
MAMLD1	ENSG00000013619
PGM5P4	ENSG00000225398
MTND2P21	ENSG00000230950
LINC01955	ENSG00000281477
RPL22P8	ENSG00000237745
SMC3P1	ENSG00000231822
LINC01630	ENSG00000227115
SH3RF3	ENSG00000172985
TOPORS	ENSG00000197579
ZCCHC24	ENSG00000165424
HSD17B10	ENSG00000072506
ACSL6	ENSG00000164398
KNOP1P3	ENSG00000224344
TPRX1P1	ENSG00000259021
NOTCH1	ENSG00000148400
CIAO1	ENSG00000144021
SNORA52	ENSG00000199785
RPS12P18	ENSG00000232965
SFTPA2	ENSG00000185303
PNPLA2	ENSG00000177666
SNORA38	ENSG00000200816
MIR6832	ENSG00000274494
APOM	ENSG00000204444
SS18L2P2	ENSG00000266201
RNU6-998P	ENSG00000251703
IGFBP7	ENSG00000163453
RSL24D1P9	ENSG00000265402
RIOK3	ENSG00000101782
MYO1G	ENSG00000136286
MRPL32P2	ENSG00000229037
GTF3C4	ENSG00000125484
NOPCHAP1	ENSG00000151131
ZFP92	ENSG00000189420
HELZ2	ENSG00000130589
RIMBP3B	ENSG00000274600
FAM246A	ENSG00000286102
H2BW1	ENSG00000123569
TVP23A	ENSG00000166676
MRTFA	ENSG00000196588
UBE2CP3	ENSG00000250384
CT45A10	ENSG00000269586
RPL17P30	ENSG00000244235
PDZD4	ENSG00000067840
AK8	ENSG00000165695
REST	ENSG00000084093
TMEM182	ENSG00000170417
NACAP8	ENSG00000257210
PLAT	ENSG00000104368
SUDS3	ENSG00000111707
C6orf47	ENSG00000204439
C6orf47-AS1	ENSG00000227198
GPANK1	ENSG00000204438
LINC02797	ENSG00000285808
MBL3P	ENSG00000219430
SFTPA3P	ENSG00000225827
COX6CP13	ENSG00000234144
SFTPA1	ENSG00000122852
PDE4B-AS1	ENSG00000227466
SPACA9	ENSG00000165698
MYF5	ENSG00000111049
PCDH11X	ENSG00000102290
MIR548AW	ENSG00000263816
RNU7-21P	ENSG00000238558
EEF1A1P5	ENSG00000196205
ADGRL4	ENSG00000162618
BBS10	ENSG00000179941
GFI1B	ENSG00000165702
EEF1B2P8	ENSG00000230497
KRT18P34	ENSG00000244515
LINC02825	ENSG00000256494
LINC01324	ENSG00000241767
CRACR2B	ENSG00000177685
RPL23AP67	ENSG00000240991
DEXI	ENSG00000182108
CRADD	ENSG00000169372
HK2-DT	ENSG00000272711
GALM	ENSG00000143891
COG7	ENSG00000168434
SI	ENSG00000090402
Y_RNA	ENSG00000199357
RMC1	ENSG00000141452
Y_RNA	ENSG00000201207
YWHAB	ENSG00000166913
ANXA5	ENSG00000164111
LINC02679	ENSG00000226676
LYPD1	ENSG00000150551
ZNF41	ENSG00000147124
